movie_id,movie_title,genre
100502,RoboCop 2 (1990),Action|Crime|Drama|Sci-Fi|Thriller
100802,Total Recall (1990),Action|Adventure|Sci-Fi
101329,An American Tail: Fievel Goes West (1991),Animation|Adventure|Comedy|Family|Musical|Western
101410,Barton Fink (1991),Drama
101414,Beauty and the Beast (1991),Animation|Family|Fantasy|Musical|Romance
101507,Boyz n the Hood (1991),Crime|Drama
101587,City Slickers (1991),Comedy|Western
101700,Delicatessen (1991),Comedy|Fantasy|Sci-Fi
101746,The Doctor (1991),Drama
101798,Edward II (1991),Drama|History
101921,Fried Green Tomatoes (1991),Drama|Comedy
102138,JFK (1991),Drama|History|Thriller
102181,Kafka (1991),Comedy|Drama|Mystery|Sci-Fi|Thriller
102250,L.A. Story (1991),Comedy|Drama|Fantasy|Romance
102439,To meteoro vima tou pelargou (1991),Drama|Romance
102494,My Own Private Idaho (1991),Drama|Romance
102603,Oscar (1991),Comedy|Crime
102685,Point Break (1991),Action|Crime|Thriller
102719,Problem Child 2 (1991),Comedy|Family
102798,Robin Hood: Prince of Thieves (1991),Action|Adventure|Drama|Romance
102926,The Silence of the Lambs (1991),Crime|Drama|Thriller
103030,Tacones lejanos (1991),Comedy|Drama|Romance
103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Adventure|Comedy|Family|Sci-Fi
103064,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
103243,Where Angels Fear to Tread (1991),Drama|Romance
103251,White Palace (1990),Drama|Romance
103596,3 Ninjas (1992),Action|Comedy|Family|Sport
103639,Aladdin (1992),Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance
103793,Benny's Video (1992),Crime|Drama
103855,The Bodyguard (1992),Drama|Music|Romance|Thriller
103874,Dracula (1992),Drama|Horror|Romance
103893,Buffy the Vampire Slayer (1992),Action|Comedy|Fantasy|Horror
103905,C'est arrivé près de chez vous (1992),Comedy|Crime|Drama
103919,Candyman (1992),Horror
103939,Chaplin (1992),Biography|Drama
104181,Wuthering Heights (1992),Drama|Romance
104187,Encino Man (1992),Comedy|Fantasy
104257,A Few Good Men (1992),Crime|Drama|Mystery|Thriller
104348,Glengarry Glen Ross (1992),Drama
104361,A Grand Day Out with Wallace and Gromit (1989),Animation|Short|Adventure|Comedy|Family
104427,Hoffa (1992),Biography|Crime|Drama
104431,Home Alone 2: Lost in New York (1992),Adventure|Comedy|Crime|Family
104452,HouseSitter (1992),Comedy|Romance
104466,Husbands and Wives (1992),Drama|Romance
104545,"Jamón, jamón (1992)",Comedy|Drama|Romance
104694,A League of Their Own (1992),Comedy|Drama|Sport
104797,Malcolm X (1992),Biography|Drama|History
104952,My Cousin Vinny (1992),Comedy|Crime
105046,Of Mice and Men (1992),Drama
105112,Patriot Games (1992),Action|Crime|Drama|Thriller
105130,Peter's Friends (1992),Comedy|Drama|Romance
105236,Reservoir Dogs (1992),Crime|Thriller
105265,A River Runs Through It (1992),Drama
105435,Sneakers (1992),Comedy|Crime|Drama|Mystery|Thriller
105643,Troll 2 (1990),Fantasy|Horror
105695,Unforgiven (1992),Western
105793,Wayne's World (1992),Comedy|Music
106246,Alive (1993),Action|Adventure|Biography|Drama|Sport|Thriller
106308,Army of Darkness (1992),Comedy|Fantasy|Horror
106489,A Bronx Tale (1993),Crime|Drama
106519,Carlito's Way (1993),Crime|Drama|Thriller
106677,Dazed and Confused (1993),Comedy|Drama
106732,Distant Cousins (1993),Thriller
106770,Dragon: The Bruce Lee Story (1993),Action|Biography|Drama
106856,Falling Down (1993),Crime|Drama|Thriller
106912,Fire in the Sky (1993),Biography|Drama|Horror|Mystery|Sci-Fi
106977,The Fugitive (1993),Action|Adventure|Crime|Mystery|Thriller
107048,Groundhog Day (1993),Comedy|Drama|Fantasy|Romance
107151,The House of the Spirits (1993),Drama|Romance
107207,In the Name of the Father (1993),Biography|Drama|Thriller
107282,The Joy Luck Club (1993),Drama
107290,Jurassic Park (1993),Adventure|Family|Sci-Fi
107362,Last Action Hero (1993),Action|Adventure|Comedy|Family|Fantasy
107387,Leprechaun (1993),Comedy|Fantasy|Horror
107554,Menace II Society (1993),Crime|Drama
107611,Mr. Jones (1993),Drama|Romance
107614,Mrs. Doubtfire (1993),Comedy|Drama
107688,The Nightmare Before Christmas (1993),Animation|Family|Fantasy|Musical
107692,Jûbê ninpûchô (1993),Animation|Action|Adventure|Fantasy|Thriller
107798,The Pelican Brief (1993),Crime|Drama|Mystery|Thriller
107808,A Perfect World (1993),Crime|Drama|Thriller
107969,Rising Sun (1993),Crime|Drama|Mystery|Thriller|Action
107978,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
108037,The Sandlot (1993),Comedy|Drama|Family|Sport
108052,Schindler's List (1993),Biography|Drama|History|War
108160,Sleepless in Seattle (1993),Comedy|Drama|Romance
108255,Super Mario Bros. (1993),Action|Adventure|Comedy|Family|Fantasy|Sci-Fi|Thriller
108308,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Comedy|Family|Fantasy|Sci-Fi
108330,This Boy's Life (1993),Biography|Drama
108358,Tombstone (1993),Action|Drama|History|Romance|Western
108394,Trois couleurs: Bleu (1993),Drama|Music|Mystery|Romance
108399,True Romance (1993),Crime|Thriller
108550,What's Eating Gilbert Grape (1993),Drama
108598,Wallace & Gromit in The Wrong Trousers (1993),Animation|Short|Comedy|Crime|Family
109040,Ace Ventura: Pet Detective (1994),Comedy
109303,Blown Away (1994),Action|Thriller
109369,Camp Nowhere (1994),Family|Adventure|Comedy
109445,Clerks. (1994),Comedy
109506,The Crow (1994),Action|Fantasy|Thriller
109517,Cyborg Cop (1993),Action|Sci-Fi
109676,Drop Zone (1994),Action|Thriller
109686,Dumb & Dumber (1994),Comedy
109688,Dung che sai duk (1994),Action|Drama
109830,Forrest Gump (1994),Drama|Romance
110005,Heavenly Creatures (1994),Biography|Crime|Drama|Fantasy
110148,Interview with the Vampire: The Vampire Chronicles (1994),Horror|Romance
110157,Iron Will (1994),Adventure
110265,Killing Zoe (1993),Crime|Drama|Thriller
110322,Legends of the Fall (1994),Drama|Romance|War|Western
110329,Leprechaun 2 (1994),Comedy|Fantasy|Horror
110357,The Lion King (1994),Animation|Adventure|Drama|Family|Musical
110413,Léon (1994),Crime|Drama|Thriller
110428,The Madness of King George (1994),Biography|Comedy|Drama|History
110622,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy|Crime
110632,Natural Born Killers (1994),Crime|Drama|Thriller
110771,The Paper (1994),Comedy|Drama
110851,Plughead Rewired: Circuitry Man II (1994),Adventure|Sci-Fi
110912,Pulp Fiction (1994),Crime|Thriller
110917,Una pura formalità (1994),Crime|Thriller
110950,Reality Bites (1994),Comedy|Drama|Romance
111149,Shallow Grave (1994),Crime|Thriller
111161,The Shawshank Redemption (1994),Crime|Drama
111257,Speed (1994),Action|Crime|Thriller
111282,Stargate (1994),Action|Adventure|Sci-Fi
111301,Street Fighter (1994),Action|Comedy|Sci-Fi|Thriller
111470,Trading Mom (1994),Comedy|Family|Fantasy
111495,Trois couleurs: Rouge (1994),Drama|Mystery|Romance
111503,True Lies (1994),Action|Thriller
111507,Trois couleurs: Blanc (1994),Comedy|Drama|Mystery|Romance
112255,3 Ninjas Knuckle Up (1995),Comedy|Action|Family
112281,Ace Ventura: When Nature Calls (1995),Comedy
112384,Apollo 13 (1995),Drama|History
112401,Assassins (1995),Action|Thriller|Crime
112431,Babe (1995),Adventure|Comedy|Drama|Family|Fantasy
112442,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
112461,The Basketball Diaries (1995),Biography|Crime|Drama|Sport
112471,Before Sunrise (1995),Drama|Romance
112573,Braveheart (1995),Action|Biography|Drama|History|War
112579,The Bridges of Madison County (1995),Drama|Romance
112641,Casino (1995),Biography|Crime|Drama
112642,Casper (1995),Comedy|Family|Fantasy
112682,La cité des enfants perdus (1995),Adventure|Fantasy|Sci-Fi
112691,Wallace and Gromit in A Close Shave (1995),Animation|Short|Comedy|Crime|Family
112697,Clueless (1995),Comedy|Romance
112715,Congo (1995),Action|Adventure|Mystery|Sci-Fi
112722,Copycat (1995),Crime|Drama|Mystery|Thriller
112740,Crimson Tide (1995),Action|Drama|Thriller
112792,Dangerous Minds (1995),Biography|Crime|Drama|Thriller
112818,Dead Man Walking (1995),Crime|Drama
112851,Desperado (1995),Action|Crime|Thriller
112864,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
112870,Dilwale Dulhania Le Jayenge (1995),Comedy|Drama|Musical|Romance
112883,Don Juan DeMarco (1994),Comedy|Drama|Romance
112922,El día de la bestia (1995),Action|Comedy|Crime|Horror|Thriller
112950,Empire Records (1995),Comedy|Drama|Music
113083,La flor de mi secreto (1995),Drama
113101,Four Rooms (1995),Comedy
113189,GoldenEye (1995),Action|Crime|Thriller
113247,La haine (1995),Drama
113277,Heat (1995),Action|Crime|Drama|Thriller
113375,I.D. (1995),Crime|Drama
113409,In the Mouth of Madness (1994),Horror|Mystery|Thriller
113451,Jade (1995),Action|Crime|Drama|Thriller
113464,Jeffrey (1995),Comedy|Drama
113481,Johnny Mnemonic (1995),Action|Sci-Fi
113492,Judge Dredd (1995),Action|Crime|Sci-Fi|Thriller
113497,Jumanji (1995),Adventure|Family|Fantasy|Thriller
113568,Kôkaku kidôtai (1995),Animation|Action|Mystery|Sci-Fi|Thriller
113581,Kun en pige (1995),Biography
113627,Leaving Las Vegas (1995),Drama|Romance
113649,Libertarias (1996),Drama|History|War
113749,Mallrats (1995),Comedy|Romance
113799,Memorîzu (1995),Animation|Fantasy|Sci-Fi|Thriller
113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Adventure|Family|Sci-Fi|Thriller
113824,Mimi wo sumaseba (1995),Animation|Drama|Family|Music|Romance
113855,Mortal Kombat (1995),Action|Adventure|Fantasy|Sci-Fi|Thriller
113862,Mr. Holland's Opus (1995),Drama|Music
113870,Murder in the First (1995),Drama|Thriller
113987,Nixon (1995),Biography|Drama
114011,Now and Then (1995),Comedy|Drama
114069,Outbreak (1995),Action|Drama|Horror|Thriller
114148,Pocahontas (1995),Animation|Adventure|Drama|Family|History|Musical|Romance
114214,The Quick and the Dead (1995),Action|Thriller|Western
114279,Richard III (1995),Drama|War
114369,Se7en (1995),Crime|Mystery|Thriller
114388,Sense and Sensibility (1995),Drama|Romance
114508,Species (1995),Action|Horror|Sci-Fi
114563,Sutorîto Faitâ II gekijô-ban (1994),Animation|Action|Adventure|Fantasy|Sci-Fi
114694,Tommy Boy (1995),Comedy
114709,Toy Story (1995),Animation|Adventure|Comedy|Family|Fantasy
114746,Twelve Monkeys (1995),Mystery|Sci-Fi|Thriller
114787,Underground (1995),Comedy|Drama|War
114788,Underneath (1995),Crime|Drama|Thriller
114814,The Usual Suspects (1995),Crime|Drama|Mystery|Thriller
114857,Virtuosity (1995),Action|Crime|Sci-Fi|Thriller
115759,Broken Arrow (1996),Action|Thriller
115783,Bulletproof (1996),Action|Adventure|Comedy|Crime
116040,Daylight (1996),Action|Adventure|Thriller
116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
116209,The English Patient (1996),Drama|Romance|War
116213,Eraser (1996),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
116242,Everyone Says I Love You (1996),Comedy|Musical|Romance
116282,Fargo (1996),Crime|Drama
116313,The First Wives Club (1996),Comedy
116365,The Frighteners (1996),Comedy|Horror
116367,From Dusk Till Dawn (1996),Action|Crime|Horror
116483,Happy Gilmore (1996),Comedy|Romance|Sport
116629,Independence Day (1996),Action|Adventure|Sci-Fi|Thriller
116676,Le jaguar (1996),Adventure
116705,Jingle All the Way (1996),Comedy|Family
116778,Kingpin (1996),Comedy|Sport
116908,The Long Kiss Goodnight (1996),Action|Crime|Drama|Mystery|Thriller
116922,Lost Highway (1997),Drama|Mystery|Thriller
116996,Mars Attacks! (1996),Action|Comedy|Sci-Fi
117060,Mission: Impossible (1996),Action|Adventure|Thriller
117128,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
117214,Nun va Goldoon (1996),Comedy|Drama
117398,La promesse (1996),Drama
117500,The Rock (1996),Action|Adventure|Thriller
117509,Romeo + Juliet (1996),Drama|Romance
117561,Schizopolis (1996),Comedy|Fantasy|Mystery
117723,Spy Hard (1996),Comedy|Action
117731,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
117883,Tesis (1996),Mystery|Thriller
117905,Tian mi mi (1996),Drama|Romance
117913,A Time to Kill (1996),Crime|Drama|Thriller
117951,Trainspotting (1996),Crime|Drama
118158,White Squall (1996),Adventure|Drama
118539,3 Ninjas: High Noon at Mega Mountain (1998),Action|Adventure|Comedy|Family
118571,Air Force One (1997),Action|Adventure|Drama|Thriller
118689,Bean (1997),Comedy|Family
118715,The Big Lebowski (1998),Comedy|Crime
118749,Boogie Nights (1997),Drama
118771,Breakdown (1997),Crime|Mystery|Thriller
118789,Buffalo '66 (1998),Comedy|Crime|Drama|Romance
118799,La vita è bella (1997),Comedy|Drama|Romance|War
118804,The Butcher Boy (1997),Comedy|Drama
118842,Chasing Amy (1997),Comedy|Drama|Romance
118843,"Crna macka, beli macor (1998)",Comedy|Music|Romance
118849,Bacheha-Ye aseman (1997),Drama|Family
118852,Chinese Coffee (2000),Drama
118880,Con Air (1997),Action|Crime|Thriller
118884,Contact (1997),Drama|Mystery|Sci-Fi|Thriller
118928,Dante's Peak (1997),Action|Adventure|Thriller
118929,Dark City (1998),Mystery|Sci-Fi
118954,Deconstructing Harry (1997),Comedy|Drama|Fantasy|Romance
118971,The Devil's Advocate (1997),Drama|Mystery|Thriller
119008,Donnie Brasco (1997),Biography|Crime|Drama|Thriller
119094,Face/Off (1997),Action|Crime|Thriller
119141,Fools Rush In (1997),Comedy|Drama|Romance
119164,The Full Monty (1997),Comedy|Drama|Music
119167,Funny Games (1997),Crime|Drama|Thriller
119173,G.I. Jane (1997),Action|Drama
119174,The Game (1997),Drama|Mystery|Thriller
119177,Gattaca (1997),Drama|Romance|Sci-Fi|Thriller
119215,Good Burger (1997),Family|Comedy
119217,Good Will Hunting (1997),Drama
119223,Great Expectations (1998),Drama|Romance
119282,Hercules (1997),Animation|Adventure|Family|Fantasy|Musical|Romance
119326,How to Be a Player (1997),Comedy
119345,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
119396,Jackie Brown (1997),Crime|Thriller
119488,L.A. Confidential (1997),Crime|Drama|Mystery
119528,Liar Liar (1997),Comedy|Fantasy
119535,A Life Less Ordinary (1997),Comedy|Crime|Fantasy|Romance
119567,The Lost World: Jurassic Park (1997),Action|Adventure|Fantasy|Sci-Fi|Thriller
119574,Love and Death on Long Island (1997),Comedy|Drama
119643,Meet Joe Black (1998),Drama|Fantasy|Mystery|Romance
119683,Les Misérables (1998),Crime|Drama|History|Romance|Thriller
119715,Mousehunt (1997),Comedy|Family
119731,Murder at 1600 (1997),Action|Crime|Drama|Mystery|Thriller
119738,My Best Friend's Wedding (1997),Comedy|Romance
119791,Nightwatch (1997),Drama|Horror|Thriller
119815,"O Que É Isso, Companheiro? (1997)",Action|Drama|History|Thriller
119822,As Good as It Gets (1997),Comedy|Drama|Romance
119896,Picture Perfect (1997),Comedy|Drama|Romance
119978,The Rainmaker (1997),Crime|Drama|Thriller
120053,The Saint (1997),Action|Romance|Sci-Fi|Thriller
120102,Seven Years in Tibet (1997),Adventure|Biography|Drama|History|War
120177,Spawn (1997),Action|Fantasy|Thriller
120179,Speed 2: Cruise Control (1997),Action|Crime|Romance|Thriller
120184,Sphere (1998),Drama|Horror|Mystery|Sci-Fi|Thriller
120201,Starship Troopers (1997),Action|Adventure|Sci-Fi|Thriller|War
120265,Ta'm e guilass (1997),Drama
120324,A Simple Plan (1998),Crime|Drama|Thriller
120338,Titanic (1997),Drama|Romance
120347,Tomorrow Never Dies (1997),Action|Adventure|Crime|Thriller
120363,Toy Story 2 (1999),Animation|Adventure|Comedy|Family|Fantasy
120382,The Truman Show (1998),Comedy|Drama|Sci-Fi
120483,The Man Who Knew Too Little (1997),Action|Comedy|Crime|Thriller
120484,The Waterboy (1998),Comedy|Sport
120586,American History X (1998),Crime|Drama
120587,Antz (1998),Animation|Adventure|Comedy|Family
120591,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
120601,Being John Malkovich (1999),Comedy|Drama|Fantasy
120611,Blade (1998),Action|Horror
120616,The Mummy (1999),Action|Adventure|Fantasy
120623,A Bug's Life (1998),Animation|Adventure|Comedy|Family
120630,Chicken Run (2000),Animation|Family|Comedy
120632,City of Angels (1998),Drama|Fantasy|Romance
120655,Dogma (1999),Adventure|Comedy|Fantasy
120660,Enemy of the State (1998),Action|Drama|Thriller
120663,Eyes Wide Shut (1999),Drama|Mystery|Thriller
120667,Fantastic Four (2005),Action|Adventure|Fantasy|Sci-Fi
120684,Gods and Monsters (1998),Biography|Drama
120685,Godzilla (1998),Action|Sci-Fi|Thriller
120686,Stepmom (1998),Comedy|Drama
120689,The Green Mile (1999),Crime|Drama|Fantasy|Mystery
120731,La leggenda del pianista sull'oceano (1998),Drama|Music|Romance
120735,"Lock, Stock and Two Smoking Barrels (1998)",Crime|Thriller
120737,The Lord of the Rings: The Fellowship of the Ring (2001),Action|Adventure|Drama|Fantasy
120746,The Mask of Zorro (1998),Action|Adventure|Romance|Western
120755,Mission: Impossible II (2000),Action|Adventure|Thriller
120770,A Night at the Roxbury (1998),Comedy
120780,Out of Sight (1998),Action|Comedy|Crime|Thriller
120812,Rush Hour (1998),Action|Comedy|Thriller|Crime
120815,Saving Private Ryan (1998),Action|Drama|War
120844,Star Trek: Insurrection (1998),Action|Adventure|Sci-Fi|Thriller
120863,The Thin Red Line (1998),Drama|War
120885,Wag the Dog (1997),Comedy|Drama
120890,Wild Things (1998),Crime|Mystery|Thriller
120903,X-Men (2000),Action|Adventure|Sci-Fi
120915,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
120917,The Emperor's New Groove (2000),Animation|Adventure|Comedy|Family|Fantasy
121164,Corpse Bride (2005),Animation|Fantasy|Musical|Romance
121765,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Fantasy|Sci-Fi
121766,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Fantasy|Sci-Fi
122136,Yabu no naka no kuroneko (1968),Horror
122151,Lethal Weapon 4 (1998),Action|Crime|Thriller
122718,Small Soldiers (1998),Action|Adventure|Comedy|Family|Sci-Fi
122933,Analyze This (1999),Comedy|Crime
123755,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
124298,Blast from the Past (1999),Comedy|Drama|Romance|Sci-Fi
124315,The Cider House Rules (1999),Drama|Romance
125439,Notting Hill (1999),Comedy|Drama|Romance
125763,Ghetto (1997),Documentary
126029,Shrek (2001),Animation|Adventure|Comedy|Family|Fantasy
126376,"Ladies and Gentlemen, Mr. Leonard Cohen (1965)",Documentary|Biography
127080,Partea ta de vina (1964),Comedy
127357,Wo shi shei (1998),Action|Sci-Fi|Comedy|Adventure|Thriller
127723,Can't Hardly Wait (1998),Comedy|Romance
128278,Instinct (1999),Drama|Thriller
128442,Rounders (1998),Crime|Drama
128853,You've Got Mail (1998),Comedy|Drama|Romance
129167,The Iron Giant (1999),Animation|Action|Adventure|Comedy|Crime|Family|Sci-Fi
129332,Ravenous (1999),Thriller
130018,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
130827,Lola rennt (1998),Action|Thriller
131369,Edtv (1999),Comedy
131543,Portrait in Terror (1965),Crime|Horror|Mystery|Thriller
131857,BASEketball (1998),Comedy|Sport
132477,October Sky (1999),Biography|Drama|Family
133046,Teaching Mrs. Tingle (1999),Comedy|Thriller
133093,The Matrix (1999),Action|Adventure|Sci-Fi
133240,Treasure Planet (2002),Animation|Adventure|Family|Romance|Sci-Fi
133363,Los amantes del Círculo Polar (1998),Drama|Mystery|Romance
134273,8MM (1999),Crime|Mystery|Thriller
137494,Entrapment (1999),Action|Crime|Romance|Thriller
137523,Fight Club (1999),Drama
138097,Shakespeare in Love (1998),Comedy|Drama|Romance
138704,Pi (1998),Drama|Sci-Fi|Thriller
139134,Cruel Intentions (1999),Drama|Romance|Thriller
139239,Go (1999),Comedy|Crime|Thriller
139414,Lake Placid (1999),Action|Comedy|Horror|Thriller
139654,Training Day (2001),Crime|Drama|Thriller
139809,The Thirteenth Floor (1999),Mystery|Sci-Fi|Thriller
140352,The Insider (1999),Biography|Drama|Thriller
141926,U-571 (2000),Action|Drama|Thriller|War
143145,The World Is Not Enough (1999),Action|Adventure|Crime|Thriller
144084,American Psycho (2000),Crime|Drama
144117,The Boondock Saints (1999),Action|Crime|Thriller
144214,The General's Daughter (1999),Crime|Drama|Mystery|Thriller|War
145487,Spider-Man (2002),Action|Adventure|Fantasy
145660,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy|Crime
145681,The Bone Collector (1999),Crime|Drama|Mystery|Thriller
146882,High Fidelity (2000),Comedy|Drama|Music|Romance
147800,10 Things I Hate About You (1999),Comedy|Drama|Romance
149261,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
150176,Coming Soon (1999),Comedy|Romance
150662,Fucking Åmål (1998),Comedy|Drama|Romance
150915,Hilary and Jackie (1998),Biography|Drama|Music
151804,Office Space (1999),Comedy|Crime
154420,Festen (1998),Drama
155267,The Thomas Crown Affair (1999),Crime|Romance|Thriller
155975,Psycho (1998),Horror|Mystery|Thriller
156812,My Dog Skip (2000),Drama|Family|Sport
157503,Drop Dead Gorgeous (1999),Comedy
160127,Charlie's Angels (2000),Action|Adventure|Comedy|Crime|Thriller
160184,D-Tox (2002),Crime|Horror|Mystery|Thriller
160236,Dudley Do-Right (1999),Comedy|Family|Romance
160862,She's All That (1999),Comedy|Romance
162222,Cast Away (2000),Adventure|Drama
162346,Ghost World (2001),Comedy|Drama
162650,Shaft (2000),Action|Crime|Thriller
162661,Sleepy Hollow (1999),Horror|Mystery
163559,The Book of Stars (1999),Drama
163651,American Pie (1999),Comedy|Romance
163978,The Beach (2000),Adventure|Drama|Romance|Thriller
164052,Hollow Man (2000),Action|Sci-Fi|Thriller
164181,Stir of Echoes (1999),Thriller|Horror|Mystery
164756,Mifunes sidste sang (1999),Romance|Comedy|Drama
165361,Highway (2002),Crime|Drama
165831,Held Up (1999),Comedy
165854,The Limey (1999),Crime|Drama|Mystery|Thriller
165998,Long zai jiang hu (1998),Action|Crime|Drama
166175,East Is East (1999),Comedy|Drama
167190,Hellboy (2004),Action|Adventure|Fantasy|Sci-Fi
167260,The Lord of the Rings: The Return of the King (2003),Action|Adventure|Fantasy
167261,The Lord of the Rings: The Two Towers (2002),Action|Adventure|Drama|Fantasy
167404,The Sixth Sense (1999),Drama|Mystery|Thriller
169102,Lagaan: Once Upon a Time in India (2001),Adventure|Drama|Musical|Romance|Sport
169547,American Beauty (1999),Drama
172156,Bad Boys II (2003),Action|Comedy|Crime|Thriller
172495,Gladiator (2000),Action|Adventure|Drama
173840,Final Fantasy: The Spirits Within (2001),Animation|Action|Adventure|Fantasy|Sci-Fi|Thriller
174480,Autumn in New York (2000),Drama
174856,The Hurricane (1999),Biography|Drama|Sport
175142,Scary Movie (2000),Comedy
175880,Magnolia (1999),Drama
180073,Quills (2000),Biography|Drama
180093,Requiem for a Dream (2000),Drama
180734,Hard Ball (2001),Drama|Sport
181689,Minority Report (2002),Action|Mystery|Sci-Fi|Thriller
181865,Traffic (2000),Crime|Drama|Thriller
181875,Almost Famous (2000),Drama|Music
182916,Gol krali (1981),Action|Comedy|Romance|Sport
183505,"Me, Myself & Irene (2000)",Comedy
183790,A Knight's Tale (2001),Action|Adventure|Drama|Romance
183869,Taxi 2 (2000),Action|Comedy|Crime
184791,O (2001),Drama|Romance|Thriller
185125,Todo sobre mi madre (1999),Drama
185183,Battlefield Earth (2000),Action|Sci-Fi
185371,House on Haunted Hill (1999),Horror|Mystery|Thriller
185431,Little Nicky (2000),Comedy|Fantasy
185937,The Blair Witch Project (1999),Horror|Mystery
186894,Bounce (2000),Drama|Romance
187078,Gone in Sixty Seconds (2000),Action|Crime|Thriller
187393,The Patriot (2000),Action|Drama|War
187738,Blade II (2002),Action|Horror|Sci-Fi|Thriller
189192,Just Visiting (2001),Comedy|Fantasy|Sci-Fi
190590,"O Brother, Where Art Thou? (2000)",Comedy|Adventure|Crime|Music
190641,Pokemon: The First Movie - Mewtwo Strikes Back (1998),Animation|Action|Adventure|Family|Sci-Fi
190865,Vertical Limit (2000),Action|Adventure|Thriller
191043,Rang-e khoda (1999),Drama|Family
191397,The Replacements (2000),Comedy|Sport
191996,Essex Boys (2000),Crime|Thriller
195685,Erin Brockovich (2000),Biography|Drama
196069,Samsara (2001),Adventure|Drama|Romance
196229,Zoolander (2001),Comedy
197661,The Man Who Fell in Love with a Traffic Cone! (1996),
198781,"Monsters, Inc. (2001)",Animation|Adventure|Comedy|Family|Fantasy
200071,Rosetta (1999),Drama
200465,The Bank Job (2008),Crime|Drama|Thriller
203009,Moulin Rouge! (2001),Drama|Musical|Romance
203019,Men of Honor (2000),Biography|Drama
203119,Sexy Beast (2000),Crime|Drama
203540,Greenfingers (2000),Comedy|Crime|Romance
205000,Deuce Bigalow: Male Gigolo (1999),Comedy
205445,Tamanna (1998),Drama
205903,Eight (1998),Short
206634,Children of Men (2006),Adventure|Drama|Sci-Fi|Thriller
207201,What Women Want (2000),Comedy|Fantasy|Romance
208092,Snatch. (2000),Crime|Thriller
209144,Memento (2000),Mystery|Thriller
209163,The Mummy Returns (2001),Action|Adventure|Fantasy
211443,Jason X (2001),Horror|Sci-Fi|Thriller
211915,Le fabuleux destin d'Amélie Poulain (2001),Comedy|Romance
211946,Berlin Calling (2008),Comedy|Drama|Music
212720,Artificial Intelligence: AI (2001),Adventure|Drama|Sci-Fi
212985,Hannibal (2001),Crime|Drama|Thriller
213149,Pearl Harbor (2001),Action|Drama|Romance|War
215129,Road Trip (2000),Adventure|Comedy
215750,Enemy at the Gates (2001),Drama|History|Thriller|War
216216,The 6th Day (2000),Action|Sci-Fi|Thriller
216625,Code inconnu: Récit incomplet de divers voyages (2000),Drama|Romance|War
216986,Propaganda (1999),Comedy|Drama|History|Romance
217505,Gangs of New York (2002),Crime|Drama|History
218967,The Family Man (2000),Comedy|Drama|Romance
221027,Blow (2001),Biography|Crime|Drama
221073,Chopper (2000),Biography|Comedy|Crime|Drama
227445,The Score (2001),Action|Crime|Thriller
230011,Atlantis: The Lost Empire (2001),Animation|Adventure|Family|Sci-Fi
230600,The Others (2001),Drama|Horror|Mystery|Thriller
230838,Sweet November (2001),Drama|Romance
234215,The Matrix Reloaded (2003),Action|Sci-Fi
235198,Ôdishon (1999),Horror|Thriller
235204,Azhiyatha Kolangal (1979),
236027,Blinkende lygter (2000),Action|Comedy|Crime
238321,Ivansxtc (2000),Drama
238380,Equilibrium (2002),Action|Drama|Sci-Fi|Thriller
238936,Devdas (2002),Musical|Romance
240468,Kung Pow: Enter the Fist (2002),Action|Comedy
240772,Ocean's Eleven (2001),Crime|Thriller
240890,Serendipity (2001),Comedy|Romance|Fantasy
241303,Chocolat (2000),Drama|Romance
241527,Harry Potter and the Sorcerer's Stone (2001),Adventure|Family|Fantasy
242423,"Dude, Where's My Car? (2000)",Comedy|Mystery|Sci-Fi
242527,The Hole (2001),Drama|Horror|Mystery|Thriller
242653,The Matrix Revolutions (2003),Action|Adventure|Sci-Fi
243017,Waking Life (2001),Animation|Drama
243133,The Man Who Wasn't There (2001),Crime|Drama
243585,Stuart Little 2 (2002),Animation|Adventure|Comedy|Family|Fantasy
244244,Swordfish (2001),Action|Thriller|Crime
